N,P,K,temperature,humidity,ph,rainfall,label
18,17,31,31.74592134,45.16127859,5.667507706,93.75441586,mango
11,36,33,35.99009679,52.22780489,5.978634285,95.3713484,mango
30,28,30,31.86641378,52.19331595,5.064613314,98.46768642,mango
18,19,27,27.75518664,52.34605806,4.772385986000001,94.11213345,mango
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,mango
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,mango
11,27,30,27.69637763,48.56224879999999,6.39474303,89.85646496,mango
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,mango
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,mango
37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,mango
26,37,30,35.39986338,49.45962621,6.166173833999999,97.41054011,mango
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,mango
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,mango
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,mango
36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,mango
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,mango
28,37,28,32.13409675,50.52559148,6.097869767000001,98.63333684,mango
38,15,30,28.91862016,48.13974548,5.075504537,97.01331604,mango
12,37,30,31.09779147,47.41196659,4.546466109,90.28624348,mango
38,19,31,34.73823882,49.08864345,5.855119267999999,90.65022183,mango
8,33,29,29.98080499,49.48613279,6.442393461,91.82271568,mango
15,27,28,33.80398664,46.12866113,4.507523551,90.82549241,mango
34,16,25,30.07202564,50.96040505,6.10729559,92.09609766,mango
11,36,31,27.92063282,51.77965917,6.47544932,100.2585673,mango
33,29,34,31.40948821,49.21729127,6.832979508999999,92.99739415,mango
12,31,26,35.7877738,51.94190321,5.395275719,100.2160615,mango
12,34,28,33.36140093,45.02236377,6.13526938,98.81596545,mango
5,16,31,35.96054636,48.69677802,4.555688532,98.00644238,mango
1,30,29,28.33333307,51.39586505,6.4341977560000005,91.67241761,mango
16,35,31,32.27652024,50.19368841,5.316875978000001,95.99487068,mango
35,18,26,31.99490489,50.84881347,5.279388967,97.38741498,mango
4,40,26,27.58258929,48.56916221,6.720041791,95.8445641,mango
9,29,34,29.38471637,45.88744691,5.72742254,100.8124659,mango
2,38,33,32.38697531,53.2328243,4.691396195,90.21633216,mango
26,32,32,30.91471455,49.92963856,6.810186079,90.14047759,mango
34,38,31,35.37775595,45.58110023,6.454045329,97.41586402,mango
5,32,33,32.32362177,52.58967710000001,5.842763773,93.36718816,mango
31,29,26,28.22373428,47.40519056,5.024124683999999,97.76832322,mango
34,34,35,27.27433181,47.16808054,6.422710539,95.257992,mango
36,19,32,27.10710832,50.70880979,4.94295037,92.37238878,mango
7,17,26,34.89226666,48.75613373,6.414526606,91.63074547,mango
38,15,27,33.7462686,48.50387598,6.777788126,92.26439205,mango
5,19,25,27.351105600000004,54.43945147,6.441328044,96.27792547,mango
37,36,26,32.89300162,52.61323969,4.650536197,94.49161372,mango
21,31,32,35.38598705,51.42664176,5.254532213,90.29643888,mango
37,36,27,27.552973600000005,47.90859131,5.910634533,90.40332704,mango
23,23,30,32.82141065,47.45553843,4.755273631000001,90.89173106,mango
36,26,26,30.17294105,51.0845903,6.814630246,95.23444287,mango
24,33,35,29.26382931,54.82257868,5.342866119,100.7586226,mango
26,18,30,32.06097197,51.08494181,6.336234623999999,96.59816497,mango
22,17,26,28.69818144,47.71875722,4.754435025,99.642454,mango
11,34,32,29.14305008,49.40983294,6.831706773,97.55155537,mango
29,35,28,28.347161100000005,53.53903102,6.9674177660000005,90.40260445,mango
22,28,26,27.67256197,45.41692012,4.947683034,92.84991507,mango
23,24,32,28.1218093,46.16888595,5.630619901,93.30247448,mango
1,35,34,30.79375683,46.69536813,6.27339822,92.21318555,mango
2,24,34,28.89409382,54.80750249,6.472774648,94.76322976,mango
39,37,25,33.33024826,45.61143594,6.953246506,98.28583013,mango
15,36,27,27.78912455,53.96886679,5.6437102160000014,91.01152997,mango
3,18,31,31.65333432,48.20662669,6.392313972999999,91.09745581,mango
8,38,32,29.75150773,46.73723302,4.981816523,91.405983,mango
33,31,34,31.32995611,50.22287593,5.421265282999999,89.78216168,mango
14,29,32,35.63627319,48.97047762,6.942520105,97.51952041,mango
18,20,26,31.66524687,51.98594645,5.435840509,89.98024312,mango
9,21,32,32.26935342,53.56092806,5.870116071,95.94035356,mango
20,30,27,27.81005614,51.59445462,4.74910393,95.89898581,mango
9,38,25,34.58561471,50.34035336,5.497946899,100.3060719,mango
26,24,34,31.27180992,52.23810152,6.811291098,89.74409017,mango
31,36,29,33.93679864,52.72170281,6.460542749,97.4611918,mango
14,18,35,31.09154239,47.02058367,4.791146778,91.46664318,mango
40,16,35,31.89356292,49.02450149,6.4841522000000005,89.59371481,mango
28,27,34,32.45465292,50.69693751,6.526654345,95.04871605,mango
0,17,30,35.47478322,47.97230503,6.279133738,97.79072474,mango
1,29,29,27.32961444,49.30347234,6.052026047000001,93.53197359,mango
2,36,31,30.90225239,49.95955487,5.73171945,91.77522598,mango
12,27,26,29.09382275,45.5661059,5.32307197,96.23520043,mango
7,28,35,30.02086169,46.78393776,4.66910839,96.63721027,mango
0,36,26,34.13072188,51.25786185,5.101206389,96.38808001,mango
26,35,31,33.44619894,53.05980465,5.339556562,98.05089394,mango
27,21,30,35.3915464,52.48823147,5.061081874,91.22881052,mango
22,38,31,31.53356352,53.06009323,5.8211060360000015,98.57025046,mango
22,18,31,30.764551500000003,47.93791463,5.956027059,90.38503469,mango
28,23,28,30.01821337,50.09831810000001,5.676032581,96.08745082,mango
7,31,27,31.32863689,47.59319575,6.524114355,94.67344737,mango
29,34,26,33.88004781,54.39416048,6.2739536760000005,89.29147581,mango
8,37,33,28.07802689,54.9640534,6.128167757000001,97.45373619,mango
39,16,27,35.53845018,52.94641947,4.934964765,91.54560427,mango
40,24,25,28.70595247,50.44030129,5.445008416,95.8946444,mango
19,38,26,31.48451729,48.77926304,4.525722333,93.17221967,mango
21,21,30,27.69819273,51.41593238,5.403908327999999,100.7720705,mango
22,18,33,30.41235793,52.48100602,6.621623545,93.92375879,mango
31,20,30,32.17752026,54.01352682,6.207495815,91.88766069,mango
18,26,31,32.611261400000004,47.74916499,5.418475257000001,91.10190759,mango
24,130,195,29.99677232,81.54156612,6.112305667,67.12534492,grapes
13,144,204,30.7280404,82.42614055,6.092241627000001,68.38135469,grapes
22,123,205,32.44577836,83.88504863,5.896343436,68.73932528,grapes
36,125,196,37.46566825,80.65968681,6.15526103,66.83872293,grapes
24,131,196,22.03296178,83.74372787,5.732453638,65.34440794,grapes
2,123,198,39.64851881,82.21079946,6.253034534,70.39906054,grapes
35,140,197,16.77557314,82.75241875,6.106190557000001,66.76285469,grapes
11,122,195,12.14190714,83.56812483,5.647202395,69.63122027,grapes
6,123,203,12.7567962,81.62497448,6.130310493,66.77844567,grapes
17,134,204,39.04071989,80.18393287,6.499604931,73.88467027,grapes
25,130,197,39.70772192,82.68593454,5.554831977,74.91506217,grapes
27,145,205,9.467960445,82.29335466,5.800242694,66.02765219,grapes
9,122,201,29.58748357,80.91934392,5.570290539,68.06417307,grapes
16,139,203,17.82803682,80.96093443,6.27564088,65.84748763,grapes
32,141,204,8.825674745,82.89753705,5.536645599,67.235765,grapes
22,138,195,27.83487131,83.51444973,6.208196881,73.02882766,grapes
31,144,202,11.02105378,80.55557235,5.870600622,68.23963161,grapes
3,136,205,17.5862944,80.84806564,6.334771461,71.40654520000002,grapes
28,122,197,19.89363946,82.73366439,5.856575335,69.66256816,grapes
4,136,204,29.93707596,81.77713468,5.898944282,65.52279323,grapes
39,145,201,36.73126647,80.58931938,5.775600435,72.24230804,grapes
38,132,197,20.42094753,81.54185044,5.931101816,66.93065667,grapes
36,133,198,25.51939719,83.98351748,6.2286454,69.17281221,grapes
25,121,201,30.50734778,82.71775569,5.594240602999999,70.08200379,grapes
15,125,199,18.426993600000007,80.55625868,5.569230319,69.75734306,grapes
24,140,205,12.087022,83.59398734,5.93202852,68.66813363,grapes
13,132,203,23.60115364,82.48336987,6.423216506,73.23901752,grapes
5,126,197,12.80000387,81.20876367,6.417500829,67.10439401,grapes
30,120,200,38.06099482,82.24729637,6.234904253,65.70148216,grapes
23,142,197,39.06555518,82.03812973,6.000573725,69.30772897,grapes
26,135,203,33.78372897,81.16314317,5.6851027689999984,74.53557341,grapes
7,126,203,16.76201707,82.00335557,5.662140095,73.28712806,grapes
32,139,198,35.89307536,82.66850729,6.358186848,66.53946559,grapes
9,141,202,21.01245395,81.17931863,6.119495295,66.38448261,grapes
20,142,196,10.89875873,80.01639435,6.207600782999999,68.69420397,grapes
32,129,201,16.36251869,83.00471609,6.48754639,71.55665483,grapes
3,134,199,20.28370163,81.32235739,5.81717753,71.06611222,grapes
38,138,204,25.11108456,83.25447587,6.325480034,73.01026829,grapes
14,131,198,33.4641162,83.86742974,5.562790949,67.92204319,grapes
20,122,204,11.7976469,80.86325389,6.487369687,65.06962486,grapes
40,126,201,11.36300891,80.03100049,6.116982944,71.18289431,grapes
36,128,204,25.23542319,80.68700527,5.695792761,67.03840888,grapes
11,132,197,15.99050693,81.23966573,5.7343170070000005,74.40198861,grapes
0,137,195,22.4359017,80.18612085,6.329499832000001,65.3973168,grapes
19,123,200,34.76086052,81.03544763,6.167013532,65.70430027,grapes
31,136,197,31.11047251,83.34010951,5.653776057999999,71.43001582,grapes
4,134,200,28.57828803,80.95628959,5.840256272,73.34232097,grapes
39,139,201,41.18664903,81.01783402,5.5399808120000005,68.68895899,grapes
8,127,196,27.02766138,83.17093908,5.833302165,70.95666003,grapes
39,138,203,21.19339319,82.33098331,6.399433771,74.62834921,grapes
32,120,204,10.38004759,83.44518113,6.138958698,67.39173790000001,grapes
12,142,203,31.3115978,82.56407013,5.972850837999999,65.01095312,grapes
8,133,195,20.46657776,80.97598029,6.456079585,71.29813872,grapes
8,139,199,29.36947679,81.53996362,6.3364266670000005,66.13442813,grapes
21,134,202,10.72302459,80.02130636,6.425419926,65.29821120000001,grapes
40,140,195,14.97846952,80.49979873,6.2943956760000015,71.63437433,grapes
39,127,202,15.3246651,81.67215994,6.477768039,71.60102999,grapes
19,120,195,18.73932187,81.12109244,5.931538447,73.55807954,grapes
21,139,201,19.3642553,83.36094029,5.980598579,67.15094741,grapes
17,136,195,41.20733624,81.61051026,6.389783283,65.90227462,grapes
33,139,203,33.34214482,82.51034633,5.693287415,70.68098614,grapes
22,133,201,23.81995682,80.12211649,6.00299607,67.27398640000001,grapes
32,130,196,40.66012294,81.24995984,6.372959542,74.03030056,grapes
37,135,205,11.82768186,80.2827185,5.510924848999999,74.10225057,grapes
15,140,195,13.28504331,83.54193816,5.69945282,65.80006004,grapes
39,132,196,35.83089092,83.32560104,5.778594403,73.67984885,grapes
40,121,199,26.18159716,81.03886263,6.315586313,66.05911698,grapes
40,132,202,24.57558351,80.70695797,5.9718130060000005,69.706113,grapes
29,142,203,29.67229086,83.71498986,5.891195653,66.48490371,grapes
32,121,199,39.37102553,81.25353895,6.129812716,74.08101744,grapes
6,140,205,17.66558428,82.92903419,6.313085601,69.8671263,grapes
8,120,196,24.06679352,82.66396666,6.053662544,69.81855775,grapes
34,133,202,15.31413469,80.09711412,5.804799142,74.82144653,grapes
35,135,199,21.77466746,80.54942557,6.400719746,69.39630398,grapes
16,145,199,26.91624843,80.76838926,5.953966361,69.30927185,grapes
8,136,201,41.65602996,82.22118237,5.6092559920000005,74.19664838,grapes
25,129,195,17.98667801,81.17712085,5.777271492000001,72.37127689,grapes
16,130,201,29.12033769,82.79092939,5.682395429,68.8503047,grapes
39,129,203,34.38922481,83.18392806,5.863996687,71.03001556,grapes
38,135,203,41.36106301,82.79782954,6.444373116,69.92107482,grapes
33,120,205,35.12158265,82.26890793,5.550832177999999,69.71518491,grapes
35,125,204,19.6491772,80.15215777,6.107741787999999,73.69529586,grapes
1,132,200,16.27852801,82.94270065,5.620745638,66.57462809,grapes
39,140,203,21.11903604,80.63399198,6.349875906,69.27779761,grapes
28,145,202,19.2077707,82.90428409999998,6.484323189,66.83113717,grapes
6,128,200,25.96308415,82.57813624,5.838748311,70.31782647,grapes
6,139,199,25.67385024,81.6212135,6.29099842,74.10919422,grapes
29,122,196,41.94865736,81.15595212,5.638328481,73.06862952,grapes
37,144,197,11.18994268,80.8084305,6.415555956,66.34234944,grapes
38,120,197,17.5438296,82.94703302,6.323722572,73.77063744,grapes
38,141,198,13.05809741,80.28297993,5.757009965,70.75633584,grapes
14,121,203,9.724457611,83.74765639,6.1586894060000015,74.46411148,grapes
6,125,204,27.92004934,82.93262435,5.7335398070000005,69.92092839,grapes
32,138,197,9.535585543,80.73112694,5.908724337000001,69.44115171,grapes
11,124,204,13.42988625,80.06633966,6.361141107000001,71.40043037,grapes
23,138,200,9.851242629,80.22631717,5.96537863,68.42802444,grapes
40,143,201,24.97256132,82.72828653,6.476757723,66.70016285,grapes
6,142,202,27.23708304,82.94573346,6.224542938,70.42508897,grapes
37,124,195,18.70679077,83.4795292,6.209928251,66.5964488,grapes
35,134,204,9.949929082,82.55138983,5.841138354,66.00817551,grapes
119,25,51,26.47330219,80.92254421,6.283818329,53.65742581,watermelon
119,19,55,25.18780042,83.44621709,6.818261382999999,46.87420883,watermelon
105,30,50,25.29954705,81.77527562,6.37620108,57.04147057,watermelon
114,8,50,24.74631269,88.30866319,6.581587932000001,57.95826144,watermelon
93,22,52,26.58740671,81.32563243,6.932739726,41.87540028,watermelon
80,26,55,24.53442564,88.989272,6.140099215,49.11618732,watermelon
85,27,45,26.0713757,88.7285657,6.467095849,57.79652846,watermelon
85,22,53,25.96534238,89.77076659,6.849471704,59.46338556,watermelon
82,22,45,26.22338015,85.34866045,6.512196212,54.60159289,watermelon
118,13,54,24.41311871,89.81574032,6.039584629,44.07843475,watermelon
83,25,53,26.49195283,80.04678201,6.057697106,57.72799157,watermelon
86,15,47,24.04355803,84.18406764,6.423898762,53.78929956,watermelon
101,10,47,25.5421695,83.31883376,6.936997681,57.57343233,watermelon
119,9,50,26.74550678,83.9195902,6.251286661,40.794305,watermelon
104,17,46,25.7131428,80.22972777,6.190015912000001,43.08961827,watermelon
95,12,51,25.76484262,84.17269959999999,6.681606702000001,44.22066914,watermelon
102,14,52,26.79489868,89.64815231,6.51075991,57.74091817,watermelon
109,21,55,24.9004602,89.73524177,6.770278088,57.44942094,watermelon
81,18,50,26.80750629,88.22874955,6.429788072999999,58.79889057,watermelon
103,17,51,25.11189154,80.02621335,6.209888345,44.20656987,watermelon
105,14,50,26.2148837,87.68839820000002,6.419052193,59.65590798,watermelon
97,8,52,24.9103226,86.97190046,6.237861736,49.48575692,watermelon
120,19,49,25.79448878,84.26830701,6.762471628999998,56.45229202,watermelon
95,16,55,25.26931156,87.55055105,6.612847999,40.12650421,watermelon
83,29,52,25.76402693,87.5931128,6.704688865,46.05122728,watermelon
83,9,45,25.85483596,89.13163965,6.049609892,46.85176955,watermelon
91,21,50,24.33528185,81.44030363,6.762030215,48.32113628,watermelon
116,5,54,25.37601283,80.99313508,6.65398725,57.23028471,watermelon
112,28,54,24.86094646,85.05318563,6.738030547,55.29563514,watermelon
88,29,51,24.71885473,88.94568335,6.095689937,48.45978627,watermelon
118,15,45,24.21495706,84.20576992,6.538006356,48.01138482,watermelon
92,21,48,25.81692236,82.043255,6.377427122,54.82963379,watermelon
106,14,45,24.47018505,84.16390229,6.417011754,57.26773002,watermelon
99,5,47,24.13078816,84.84494575,6.649086972,51.19470197,watermelon
98,8,51,26.1793464,86.52258079,6.25933595,49.43050977,watermelon
108,22,46,26.17668721,86.72952049999998,6.121168559,53.33484977,watermelon
119,7,55,26.03867719,84.6378378,6.031424482,44.3993381,watermelon
117,27,48,26.53259325,82.39053979,6.835268183999999,54.30660782,watermelon
109,10,53,26.81938687,87.8274604,6.5517503060000015,46.06193778,watermelon
80,16,46,25.50405534,81.40297428,6.940236218,48.47833278,watermelon
100,18,52,26.20234499,80.38266489,6.87606733,56.47941847,watermelon
91,7,53,25.13735887,89.28272716,6.457216535,43.52897517,watermelon
86,6,53,25.92030221,83.47202566,6.921847887999999,42.10681516,watermelon
107,5,52,26.6634609,89.98405233,6.8814257460000015,57.40847165,watermelon
103,16,49,24.06731461,81.64075303,6.915717008,51.75212401,watermelon
101,20,48,24.6774157,82.75411437,6.206247493999999,57.05709413,watermelon
85,25,47,26.11440416,87.64081095,6.29542477,58.48160844,watermelon
84,7,51,26.81530456,87.65694462,6.399669044,55.74073582,watermelon
102,28,54,25.15623099,80.27525115,6.862157042000001,55.49541453,watermelon
98,25,52,25.2801372,83.15393658,6.224066378,49.29456609,watermelon
97,25,50,26.22005978,80.90127035,6.093814669,49.08553937,watermelon
90,16,45,24.92093261,80.61750795,6.291540277999999,50.55710813,watermelon
95,12,46,26.21667586,81.01009354,6.32281728,54.65423596,watermelon
82,23,49,26.81383586,87.21986949,6.873283991,51.70497792,watermelon
82,25,51,24.31334971,87.47409052,6.074209622000001,48.11248366,watermelon
110,28,46,24.29105004,88.04541346,6.49889585,51.26046418,watermelon
118,21,51,24.42998931,86.33904774,6.678805092,48.58241822,watermelon
120,20,45,25.66576039,88.6984228,6.114128685,54.22722466,watermelon
91,7,52,25.07803672,83.46230461,6.405054243,56.39962921,watermelon
81,6,55,24.88910524,85.87059083,6.110142735,51.70699144,watermelon
101,13,54,25.42900869,82.91481799,6.828982708,56.34144589,watermelon
101,17,55,24.37118217,87.1269128,6.451499763999999,44.63907691,watermelon
111,6,53,26.493064500000006,88.59143088,6.313512998999999,46.06382209,watermelon
107,10,49,25.83202912,89.00481725,6.755192025,45.24690619,watermelon
115,11,46,24.41592661,89.39655519,6.623167177000001,40.32161859,watermelon
84,25,52,24.37190239,81.2514818,6.12532356,44.20899581,watermelon
120,7,47,24.24782473,83.03687902,6.653867608,54.76576239999999,watermelon
91,12,46,24.64458469,85.49938185,6.343942518,48.31219031,watermelon
89,22,52,24.89681131,86.10782926,6.217300786,53.14626213,watermelon
113,19,46,25.41864024,81.12122989,6.286387658,49.52320689,watermelon
97,22,50,26.26028739,86.14585891,6.769893799999998,58.97878791,watermelon
117,30,50,24.90123934,87.20772913,6.744966312000001,46.59207341,watermelon
90,14,52,24.84740848,89.20454622,6.391858432,59.67927244,watermelon
104,23,47,26.98212846,86.70068316,6.770434148,42.91292205,watermelon
81,16,45,26.90435747,86.25426228,6.727468157000001,59.75980023,watermelon
88,5,47,25.86475496,86.67468041,6.662244646,41.16554802,watermelon
92,7,45,26.70607759,81.14149505,6.944640222,51.51033554,watermelon
81,18,50,26.44019475,80.91934337,6.507110986,47.81847573,watermelon
111,5,55,26.283443,84.42478917,6.520663422,50.78669728,watermelon
108,23,51,26.84366082,83.85039964,6.106500787000001,40.228644,watermelon
113,30,50,26.03967219,83.9862443,6.277484042999999,43.87712348,watermelon
83,10,53,24.92994759,85.00802358,6.195142279,48.75859458,watermelon
101,11,51,25.50736962,84.24340241,6.792035575,44.2068997,watermelon
114,21,55,25.4438391,87.93923120000002,6.472756256,57.51549686,watermelon
99,6,45,26.12588914,86.5507939,6.000975617000001,40.71210074,watermelon
92,20,55,25.10474753,87.52676159999999,6.5877912620000005,59.26519444,watermelon
92,7,48,26.27520631,86.63249555,6.956508826,54.38748495,watermelon
91,24,55,26.27061608,83.09194521,6.259086582999999,46.76837499,watermelon
110,21,54,26.73690828,87.82430156,6.747537642,47.46447019,watermelon
112,25,51,25.04746944,85.5667282,6.932537231,56.72496677,watermelon
89,25,54,24.69368934,85.56967628,6.353107392999999,48.99390828,watermelon
100,10,53,24.54356968,84.60808277,6.211748957,42.00660251,watermelon
83,22,54,25.89762315,81.96664832,6.277245253999999,54.49960057,watermelon
95,14,50,26.6333118,84.31756844,6.560443519,56.31866159,watermelon
119,30,49,25.35794749,80.45846265,6.903020221,47.72078245,watermelon
97,12,47,25.28784623,89.63667876,6.765094963999998,58.28697664,watermelon
110,7,45,26.63838589,84.69546874,6.189213927000001,48.32428609,watermelon
96,18,50,25.3310446,84.30533791,6.904241707000001,41.53218699,watermelon
83,23,55,26.89750174,83.89241484,6.463271076,43.97193745,watermelon
120,24,47,26.98603693,89.4138489,6.260838965,58.54876687,watermelon
24,128,196,22.75088787,90.69489172,5.521466996,110.4317855,apple
7,144,197,23.8494014,94.34814995,6.133220586,114.0512495,apple
14,128,205,22.60800988,94.58900601,6.226289556,116.0396587,apple
8,120,201,21.18667419,91.13435689,6.321152192,122.233323,apple
20,129,201,23.41044706,91.69913296,5.587905967,116.07779309999998,apple
32,137,204,22.86006627,93.12859895,5.824151692999999,117.7296726,apple
27,139,205,22.48403042,93.40819246,5.7721799460000005,105.5473627,apple
0,123,205,22.02775403,92.96129462,5.790993052,121.1349176,apple
22,144,196,21.91191314,91.68748063,6.4992268210000015,117.0761277,apple
1,124,199,23.71059131,93.27392415,5.658473817000001,112.66765890000002,apple
30,122,197,21.37784654,92.72043743,5.573241391,106.1417017,apple
29,121,196,22.84852833,94.32130209,6.079497202000001,123.5977843,apple
13,126,204,23.1094265,92.79630809,6.3831802710000005,108.183792,apple
9,139,199,23.25230817,94.54128292,5.867420996,105.3558408,apple
0,133,200,23.67287749,90.4935574,5.708418722,104.2298028,apple
30,143,199,23.76881552,90.59810302,5.7983508000000015,102.2648546,apple
36,140,198,23.34386401,91.47684705,6.28188384,104.4267991,apple
37,137,199,22.63946441,90.18451645,5.697945522,108.3405879,apple
33,121,203,22.45696744,94.76285385,5.6059340870000005,114.8407725,apple
7,144,195,22.96388477,93.58065995,5.85648105,104.64729859999998,apple
35,128,205,21.07273439,93.56585985,6.041053829,107.8737015,apple
29,128,198,22.44075021,92.70785115,5.685062404,121.4977331,apple
2,143,196,22.71271308,90.45261746,5.669489065,109.8852597,apple
34,140,198,21.70416965,93.44006288,5.751707342,115.1781396,apple
29,144,204,22.43324518,92.48667725,5.800448951,119.1025189,apple
32,141,203,21.25941052,92.84416234,5.821347769,109.06584709999998,apple
13,144,197,22.9215706,94.89613443,6.28022267,105.6941544,apple
25,143,198,22.81212536,91.51861705,6.027314401,107.855225,apple
9,137,200,21.12152071,90.6878768,5.636687393,102.8017203,apple
6,144,198,21.11478672,90.31528693,5.559363609,104.5086618,apple
37,126,196,23.59997268,90.97597665,5.596449493,107.17281909999998,apple
2,120,203,23.12652652,94.71203306,5.893492998999999,108.62118329999998,apple
11,143,197,22.98458907,93.3204487,5.875718516,122.1952483,apple
10,141,201,22.12659387,90.97818277,6.386021424,104.5412275,apple
24,142,202,22.53779727,91.48135786,5.710819862,101.8474768,apple
23,138,195,22.49095104,91.70292746,5.7959857160000015,124.3915101,apple
18,125,204,22.35548159,94.47811755,6.046673619,116.7366261,apple
13,121,196,22.20700989,93.50574163,6.443382913,120.1593771,apple
26,122,202,22.44516988,94.73763514,5.617227184,107.1843273,apple
28,123,202,22.76643029,92.12438519,6.442289294,120.4359949,apple
26,121,201,22.19109412,90.02575116,6.162034371,112.3126628,apple
21,137,196,23.6119202,91.70293849,5.812781806,123.5900822,apple
21,135,198,23.86087054,94.92048112,5.7650151260000015,105.0241329,apple
5,144,205,21.42177231,92.62665309,6.184922574,102.8045658,apple
2,123,205,22.36629253,90.78572467,5.739652177000001,124.9831618,apple
15,133,199,23.99686172,91.61001707,5.8247786360000005,117.6102915,apple
31,130,198,21.80129837,92.73446667,5.554823557000001,120.05866709999998,apple
25,143,200,23.80436344,92.80441624,6.024248787,100.6192543,apple
16,143,204,23.71475278,91.53331177,5.631333387000001,121.8961665,apple
19,122,202,23.34467359,90.37981478,5.811975094,112.8954016,apple
10,125,196,22.31253665,90.03577124,5.730557448,113.0688155,apple
20,139,202,23.50201428,92.21083961,5.66999105,107.9868949,apple
28,123,198,23.46260321,91.45665004,5.682751473,111.7763395,apple
28,136,200,23.06204373,92.39544055,6.245858905,114.7399101,apple
2,131,199,22.47420512,91.22759742,6.017370134,124.2179699,apple
2,140,197,22.69780133,92.82223419,5.53456749,105.0508234,apple
27,138,201,23.66682067,93.90191078,5.952367662,105.4004751,apple
30,127,204,22.50050273,92.45878335,6.126436584,100.9343903,apple
32,145,203,23.83053666,90.84422164,6.406818518,109.5966791,apple
29,139,205,23.64142354,93.74461474,6.155939452999999,116.6912176,apple
26,126,195,21.41363812,92.99124545,5.878568981,118.3979065,apple
40,136,202,22.85267372,94.57645809999998,5.935336307999999,117.53140259999998,apple
6,124,200,22.98208095,93.84505029,5.971332179,109.5852253,apple
35,138,200,21.19909519,90.80819418,5.67130617,103.6838922,apple
17,136,196,23.87192332,90.49939035,5.882155987999999,103.0548094,apple
33,134,205,21.0365275,94.33919546,6.08551916,114.7412734,apple
16,143,197,22.61711614,93.51978375,5.90402645,116.9256766,apple
27,120,200,21.45278675,90.74531921,6.1102188260000005,116.7036582,apple
29,145,205,22.81227579,92.12992101,6.212302608,109.3383552,apple
3,141,197,21.98141856,91.12719303,6.142803397000001,115.4789148,apple
15,123,204,22.52709326,92.54780429,6.365972687999999,115.3830068,apple
5,136,195,22.35628673,91.92360477,6.264202804,107.7697413,apple
10,136,204,21.19852186,92.15595143,6.276198595,105.8554351,apple
7,141,195,23.8812458,93.45067555,5.514253142,104.9116663,apple
2,129,201,22.78234161,94.36803516,5.682343744,122.1449949,apple
29,138,197,22.19055385,92.43764169,5.830892252000001,121.6622761,apple
30,137,200,22.91430043,90.70475565,5.603413172000001,118.6044645,apple
29,132,204,23.08950736,90.22507299,6.0967531,108.2166601,apple
14,139,197,21.72484506,92.83975602,6.056529526,121.6961761,apple
18,125,203,22.44307715,91.59234006,6.160267496,102.5565807,apple
33,143,204,21.1316077,91.95769858,5.814434775,122.5391946,apple
40,144,196,22.71750705,92.25479855,5.987262638,107.0289866,apple
9,143,197,23.75033085,92.88160462,5.570020684,117.6602827,apple
38,135,203,23.76121837,93.661643,5.9655513110000005,100.825956,apple
28,130,196,22.13450646,94.67695747,6.062356467000001,112.9203223,apple
35,142,203,21.17089176,90.23730166,5.895319002000001,123.6495149,apple
12,129,205,22.36238282,91.15761594,6.119432215,118.68327250000002,apple
1,135,203,22.77856513,92.70124029,5.624203283,113.7759219,apple
0,145,205,21.22503442,90.09877774,5.52078314,113.9760462,apple
31,121,201,23.15791104,90.34396882,5.731535257999999,110.712841,apple
35,131,203,22.42776057,93.91722423,5.893490899,102.7230739,apple
29,140,195,23.64082979,90.95257927,5.560521058,116.7431319,apple
33,138,198,22.29423493,90.69033986,6.222390797999999,122.7418744,apple
14,140,197,23.35225078,90.90054697,6.071255131,113.0381382,apple
35,145,195,22.03911546,94.58075845,6.231950009,110.9804014,apple
40,120,197,23.80593812,92.48879468,5.889480679,119.6335548,apple
25,132,198,22.31944084,90.85174383,5.732757516,100.1173443,apple
31,137,196,22.14464104,93.82567435,6.400321212000001,120.6310784,apple
36,144,196,23.65167552,94.50528753,6.496934492,115.3611268,apple
10,140,197,22.16939473,90.27185592,6.229498836,124.4683112,apple
22,30,12,15.78144173,92.51077745,6.354006743999999,119.035002,orange
37,6,13,26.03097313,91.50819306,7.511755067999999,101.2847738,orange
27,13,6,13.36050601,91.35608208,7.335158382,111.2266885,orange
7,16,9,18.87957654,92.04304496,7.813916602999999,114.6659511,orange
20,7,9,29.47741671,91.57802915,7.1291369410000005,111.1727497,orange
26,27,10,28.06903173,92.91487288,6.079998496,114.1339416,orange
5,23,15,25.66901098,92.04670813,7.408939392000001,112.5424199,orange
0,18,14,29.77149434,92.00719952,7.207991261,114.41617859999998,orange
39,24,14,30.55472573,90.90343769,7.189259647,106.0711985,orange
13,23,6,23.96147583,90.26408017,7.365338111,102.6958703,orange
21,17,15,23.98289638,91.5473145,7.455991072000001,118.4901697,orange
33,12,8,25.26052689,90.31153735,6.822282114,117.36952959999998,orange
